instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,33.217,34.268,32.667,33.217,4,0,6,6,4,1,36,18,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,35.401,36.45,34.268,35.401,1,0,7,7,2,1,24,14,1.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,38.867,39.918,36.45,38.867,4,0,8,8,6,1,28,16,2.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,41.05,42.1,39.918,41.05,1,0,9,9,0,1,12,6,1.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,42.104,44.334,space,2.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,44.334,45.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,47.117,48.167,,,,,,,,,,,,,,,,,,45.386,47.117,1,1.703,,0,0,0,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,50.484,51.533,,,,,,,,,,,,,,,,,,48.167,50.484,4,2.302,,0,1,1,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,51.834,52.883,,,,,,,,,,,,,,,,,,51.534,51.833,3,0.281,,0,2,2,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,53.168,54.218,,,,,,,,,,,,,,,,,,52.883,53.168,2,0.262,,0,3,3,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,54.466,55.517,,,,,,,,,,,,,,,,,,54.218,54.466,2,0.234,,0,4,4,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,55.851,56.9,,,,,,,,,,,,,,,,,,55.518,55.851,1,0.311,,0,5,5,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,57.467,58.517,,,,,,,,,,,,,,,,,,56.9,57.467,4,0.548,,0,6,6,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,59.4,60.45,,,,,,,,,,,,,,,,,,58.517,59.4,4,0.868,,0,7,7,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,60.75,61.801,,,,,,,,,,,,,,,,,,60.45,60.75,3,0.285,,0,8,8,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,62.017,63.067,,,,,,,,,,,,,,,,,,61.801,62.017,1,0.196,,0,9,9,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,64.2,65.251,,,,,,,,,,,,,,,,,,63.068,64.2,3,1.119,,0,10,10,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,66.4,67.45,,,,,,,,,,,,,,,,,,65.251,66.4,2,1.13,,0,11,11,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,68.1,69.15,,,,,,,,,,,,,,,,,,67.451,68.1,2,0.63,,0,12,12,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,69.95,71,,,,,,,,,,,,,,,,,,69.15,69.95,1,0.786,,0,13,13,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,71.6,72.649,,,,,,,,,,,,,,,,,,71.001,71.6,1,0.584,,0,14,14,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,73.433,74.483,,,,,,,,,,,,,,,,,,72.65,73.433,1,0.769,,0,15,15,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,75.35,76.4,,,,,,,,,,,,,,,,,,74.484,75.35,1,0.851,,0,16,16,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,77.383,78.434,,,,,,,,,,,,,,,,,,76.401,77.383,4,0.967,,0,17,17,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,79.2,80.25,,,,,,,,,,,,,,,,,,78.434,79.2,4,0.746,,0,18,18,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,80.7,81.749,,,,,,,,,,,,,,,,,,80.25,80.7,1,0.431,,0,19,19,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,82.716,83.767,,,,,,,,,,,,,,,,,,81.75,82.716,1,0.952,,0,20,20,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,84.567,85.617,,,,,,,,,,,,,,,,,,83.767,84.567,1,0.779,,0,21,21,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,86.25,87.3,,,,,,,,,,,,,,,,,,85.617,86.25,1,0.616,,0,22,22,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,87.999,89.05,,,,,,,,,,,,,,,,,,87.301,87.999,4,0.681,,0,23,23,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,89.884,90.934,,,,,,,,,,,,,,,,,,89.051,89.884,4,0.815,,0,24,24,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,91.8,92.85,,,,,,,,,,,,,,,,,,90.934,91.8,1,0.847,,0,25,25,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,93.649,94.699,,,,,,,,,,,,,,,,,,92.851,93.649,1,0.783,,0,26,26,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,95.233,96.284,,,,,,,,,,,,,,,,,,94.699,95.233,1,0.514,,0,27,27,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,96.799,97.85,,,,,,,,,,,,,,,,,,96.284,96.799,1,0.496,,0,28,28,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,98.766,99.816,,,,,,,,,,,,,,,,,,97.851,98.766,4,0.903,,0,29,29,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,100.582,101.633,,,,,,,,,,,,,,,,,,99.817,100.582,1,0.751,,0,30,30,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,102.249,103.299,,,,,,,,,,,,,,,,,,101.634,102.249,1,0.602,,0,31,31,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,103.816,104.866,,,,,,,,,,,,,,,,,,103.3,103.816,1,0.501,,0,32,32,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,105.382,106.433,,,,,,,,,,,,,,,,,,104.866,105.382,1,0.506,,0,33,33,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,106.916,107.967,,,,,,,,,,,,,,,,,,106.434,106.916,1,0.468,,0,34,34,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,108.566,109.617,,,,,,,,,,,,,,,,,,107.967,108.566,1,0.585,,0,35,35,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,110.432,111.483,,,,,,,,,,,,,,,,,,109.617,110.432,1,0.797,,0,36,36,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
