instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,73.2968,74.345,70.2894,73.2967,,0,6,6,0,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,77.3522,78.4006,74.3453,77.3521,,0,7,7,6,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,81.4077,82.4559,78.401,81.4076,,0,8,8,5,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,85.0951,86.1438,82.4562,85.095,2,0,9,9,2,1,24,14,2.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,86.1444,95.7549,space,9.5904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,95.7549,96.8035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,99.8103,100.8591,,,,,,,,,,,,,,,,,,96.8061,99.8102,,0,0,0,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,103.7762,104.8243,,,,,,,,,,,,,,,,,,100.8596,103.7761,1,0,1,1,6,1,16,20,2.9089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,106.9151,107.9634,,,,,,,,,,,,,,,,,,104.8247,106.915,4,0,2,2,38,1,34,7,2.0835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,110.4083,111.4564,,,,,,,,,,,,,,,,,,107.9639,110.4081,2,0,3,3,34,1,24,14,2.4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,114.0679,115.1162,,,,,,,,,,,,,,,,,,111.457,114.0678,3,0,4,4,19,1,32,18,2.6017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,117.7693,118.8176,,,,,,,,,,,,,,,,,,115.1166,117.7692,1,0,5,5,41,1,22,13,2.6452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,121.2968,122.3451,,,,,,,,,,,,,,,,,,118.818,121.2966,2,0,6,6,37,1,28,16,2.4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,124.4012,125.4498,,,,,,,,,,,,,,,,,,122.3454,124.4012,4,0,7,7,35,1,32,8,2.0486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,128.179,129.2274,,,,,,,,,,,,,,,,,,125.4502,128.1789,3,0,8,8,28,1,26,13,2.7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,131.3736,132.4219,,,,,,,,,,,,,,,,,,129.2277,131.3735,1,0,9,9,0,1,20,17,2.1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,134.4639,135.5117,,,,,,,,,,,,,,,,,,132.4222,134.4638,1,0,10,10,31,1,14,17,2.0342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,138.2555,139.3039,,,,,,,,,,,,,,,,,,135.5121,138.2555,2,0,11,11,15,1,14,5,2.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,140.9986,142.047,,,,,,,,,,,,,,,,,,139.3043,140.9985,2,0,12,12,12,1,18,13,1.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,144.7416,145.79,,,,,,,,,,,,,,,,,,142.0476,144.7415,3,0,13,13,23,1,12,6,2.6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,148.7834,149.8318,,,,,,,,,,,,,,,,,,145.7904,148.7834,3,0,14,14,21,1,28,12,2.9828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,151.4292,152.4773,,,,,,,,,,,,,,,,,,149.8322,151.429,4,0,15,15,5,1,38,7,1.5912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,154.853,155.9012,,,,,,,,,,,,,,,,,,152.4776,154.8529,3,0,16,16,40,1,40,18,2.3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,158.7974,159.8458,,,,,,,,,,,,,,,,,,155.9015,158.7972,1,0,17,17,3,1,10,19,2.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,161.9989,163.0469,,,,,,,,,,,,,,,,,,159.8462,161.9988,3,0,18,18,25,1,22,11,2.1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,164.8668,165.9152,,,,,,,,,,,,,,,,,,163.0473,164.8667,4,0,19,19,2,1,32,6,1.8129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,168.492,169.5404,,,,,,,,,,,,,,,,,,165.9158,168.4919,1,0,20,20,10,1,12,18,2.5663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,172.2004,173.2487,,,,,,,,,,,,,,,,,,169.5408,172.2002,2,0,21,21,17,1,10,7,2.6491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,175.2066,176.2557,,,,,,,,,,,,,,,,,,173.2492,175.2065,3,0,22,22,16,1,36,14,1.9504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,178.3461,179.3946,,,,,,,,,,,,,,,,,,176.2561,178.346,4,0,23,23,9,1,22,5,2.0799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,181.9156,182.9641,,,,,,,,,,,,,,,,,,179.395,181.9156,2,0,24,24,18,1,24,20,2.5127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,185.0198,186.0683,,,,,,,,,,,,,,,,,,182.9645,185.0197,3,0,25,25,7,1,28,10,2.0478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,188.7629,189.8114,,,,,,,,,,,,,,,,,,186.0687,188.7628,3,0,26,26,29,1,38,15,2.6848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,192.3809,193.4294,,,,,,,,,,,,,,,,,,189.8117,192.3809,3,0,27,27,42,1,16,6,2.5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,196.4087,197.4571,,,,,,,,,,,,,,,,,,193.4296,196.4086,4,0,28,28,33,1,10,11,2.9694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,200.4642,201.5127,,,,,,,,,,,,,,,,,,197.4575,200.4642,,0,29,29,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,204.52,205.5682,,,,,,,,,,,,,,,,,,201.513,204.5199,1,0,30,30,36,1,18,19,2.9992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,208.2283,209.2768,,,,,,,,,,,,,,,,,,205.5686,208.2281,2,0,31,31,32,1,36,20,2.6522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,212.2839,213.3323,,,,,,,,,,,,,,,,,,209.2772,212.2838,,0,32,32,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,215.9155,216.9643,,,,,,,,,,,,,,,,,,213.3326,215.9155,3,0,33,33,27,1,30,17,2.5744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,219.9715,221.0192,,,,,,,,,,,,,,,,,,216.9647,219.9714,,0,34,34,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17956,001,47,m,2026-06-23_23h40.09.550,Mixed_Gamble_Task,2026.1.3,MacIntel,144.9275362,,,,,,,,,,,223.0266,224.0754,,,,,,,,,,,,,,,,,,221.0197,223.0266,3,0,35,35,26,1,16,8,1.9984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
