instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I have a lot of self-care.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I take good care of myself.,"survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I have healthy boundaries.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,68.408,69.457,66.958,68.407,4,0,6,6,3,1,30,7,1.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,70.974,72.024,69.458,70.974,2,0,7,7,1,1,18,9,1.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,73.357,74.406,72.024,73.356,2,0,8,8,0,1,12,6,1.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,77.424,78.473,74.407,77.424,,0,9,9,4,1,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,78.48,80.574,space,2.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,80.574,81.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,82.941,83.99,,,,,,,,,,,,,,,,,,81.628,82.941,2,1.281,,0,0,0,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,85.057,86.106,,,,,,,,,,,,,,,,,,83.991,85.057,3,1.053,,0,1,1,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,87.474,88.522,,,,,,,,,,,,,,,,,,86.107,87.474,1,1.352,,0,2,2,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,90.123,91.173,,,,,,,,,,,,,,,,,,88.523,90.123,3,1.593,,0,3,3,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,92.824,93.873,,,,,,,,,,,,,,,,,,91.174,92.824,4,1.637,,0,4,4,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,95.707,96.757,,,,,,,,,,,,,,,,,,93.874,95.707,2,1.82,,0,5,5,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,98.057,99.109,,,,,,,,,,,,,,,,,,96.758,98.057,1,1.291,,0,6,6,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,100.29,101.34,,,,,,,,,,,,,,,,,,99.11,100.29,4,1.166,,0,7,7,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,103.157,104.206,,,,,,,,,,,,,,,,,,101.34,103.157,2,1.803,,0,8,8,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,105.974,107.023,,,,,,,,,,,,,,,,,,104.206,105.974,4,1.753,,0,9,9,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,109.24,110.29,,,,,,,,,,,,,,,,,,107.024,109.24,2,2.2,,0,10,10,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,111.323,112.373,,,,,,,,,,,,,,,,,,110.29,111.323,4,1.023,,0,11,11,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,113.356,114.406,,,,,,,,,,,,,,,,,,112.374,113.356,4,0.967,,0,12,12,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,115.723,116.773,,,,,,,,,,,,,,,,,,114.407,115.723,1,1.301,,0,13,13,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,117.74,118.789,,,,,,,,,,,,,,,,,,116.773,117.74,4,0.956,,0,14,14,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,119.823,120.873,,,,,,,,,,,,,,,,,,118.79,119.823,1,1.025,,0,15,15,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,121.891,122.939,,,,,,,,,,,,,,,,,,120.873,121.891,4,1.01,,0,16,16,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,124.173,125.222,,,,,,,,,,,,,,,,,,122.94,124.173,4,1.224,,0,17,17,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,127.006,128.056,,,,,,,,,,,,,,,,,,125.223,127.006,2,1.775,,0,18,18,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,129.357,130.406,,,,,,,,,,,,,,,,,,128.057,129.356,3,1.291,,0,19,19,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,132.606,133.656,,,,,,,,,,,,,,,,,,130.407,132.606,3,2.183,,0,20,20,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,134.756,135.806,,,,,,,,,,,,,,,,,,133.656,134.756,4,1.086,,0,21,21,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,136.873,137.923,,,,,,,,,,,,,,,,,,135.806,136.873,4,1.052,,0,22,22,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,139.573,140.623,,,,,,,,,,,,,,,,,,137.924,139.573,1,1.636,,0,23,23,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,142.256,143.306,,,,,,,,,,,,,,,,,,140.623,142.256,2,1.623,,0,24,24,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,145.156,146.205,,,,,,,,,,,,,,,,,,143.307,145.156,4,1.839,,0,25,25,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,147.422,148.473,,,,,,,,,,,,,,,,,,146.206,147.422,1,1.202,,0,26,26,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,150.423,151.472,,,,,,,,,,,,,,,,,,148.473,150.423,3,1.938,,0,27,27,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,153.506,154.556,,,,,,,,,,,,,,,,,,151.473,153.506,3,2.017,,0,28,28,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,156.206,157.256,,,,,,,,,,,,,,,,,,154.557,156.206,3,1.631,,0,29,29,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,158.306,159.356,,,,,,,,,,,,,,,,,,157.256,158.306,1,1.035,,0,30,30,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,160.856,161.905,,,,,,,,,,,,,,,,,,159.356,160.856,4,1.483,,0,31,31,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,163.389,164.439,,,,,,,,,,,,,,,,,,161.906,163.389,1,1.466,,0,32,32,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,165.223,166.271,,,,,,,,,,,,,,,,,,164.439,165.223,4,0.77,,0,33,33,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,168.139,169.189,,,,,,,,,,,,,,,,,,166.272,168.138,2,1.852,,0,34,34,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,170.256,171.305,,,,,,,,,,,,,,,,,,169.189,170.256,1,1.051,,0,35,35,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,172.739,173.788,,,,,,,,,,,,,,,,,,171.306,172.739,1,1.419,,0,36,36,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
