instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,64.0871,65.1272,61.0631,64.0868,,0,6,6,7,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,68.1523,69.1938,65.1279,68.152,,0,7,7,5,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,72.2199,73.2676,69.1954,72.2199,,0,8,8,6,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,76.2772,77.3267,73.2685,76.2768,,0,9,9,4,1,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,77.3281,101.7881,space,24.4046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,101.7882,102.8277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,103.7446,104.793,,,,,,,,,,,,,,,,,,102.8369,103.7444,4,0.8647,,0,0,0,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,106.3278,107.3784,,,,,,,,,,,,,,,,,,104.7939,106.3277,1,1.5195,,0,1,1,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,108.4788,109.5262,,,,,,,,,,,,,,,,,,107.3798,108.4787,4,1.0806,,0,2,2,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,111.6609,112.7106,,,,,,,,,,,,,,,,,,109.5268,111.6608,3,2.1202,,0,3,3,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,114.8638,115.9111,,,,,,,,,,,,,,,,,,112.7121,114.8636,3,2.1391,,0,4,4,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,117.0313,118.0769,,,,,,,,,,,,,,,,,,115.9128,117.0312,4,1.105,,0,5,5,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,119.328,120.377,,,,,,,,,,,,,,,,,,118.0781,119.3279,4,1.2356,,0,6,6,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,121.5784,122.6269,,,,,,,,,,,,,,,,,,120.378,121.5783,3,1.1853,,0,7,7,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,124.6782,125.727,,,,,,,,,,,,,,,,,,122.6277,124.6781,2,2.0375,,0,8,8,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,126.9865,128.034,,,,,,,,,,,,,,,,,,125.7276,126.9865,4,1.2464,,0,9,9,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,129.7027,130.7521,,,,,,,,,,,,,,,,,,128.0354,129.7027,3,1.6512,,0,10,10,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,132.253,133.3015,,,,,,,,,,,,,,,,,,130.7533,132.2528,3,1.4844,,0,11,11,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,135.2036,136.2518,,,,,,,,,,,,,,,,,,133.302,135.2035,3,1.8848,,0,12,12,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,138.0385,139.0845,,,,,,,,,,,,,,,,,,136.2528,138.0385,3,1.768,,0,13,13,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,140.1163,141.1659,,,,,,,,,,,,,,,,,,139.0855,140.1162,4,1.0162,,0,14,14,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,142.804,143.8423,,,,,,,,,,,,,,,,,,141.1666,142.8039,3,1.6212,,0,15,15,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,145.8874,146.9277,,,,,,,,,,,,,,,,,,143.8429,145.8873,3,2.0201,,0,16,16,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,147.9011,148.9431,,,,,,,,,,,,,,,,,,146.9287,147.901,4,0.9495,,0,17,17,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,149.9787,151.0262,,,,,,,,,,,,,,,,,,148.9438,149.9787,4,1.0098,,0,18,18,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,152.4515,153.5001,,,,,,,,,,,,,,,,,,151.0268,152.4515,4,1.4005,,0,19,19,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,155.0032,156.0445,,,,,,,,,,,,,,,,,,153.5007,155.0032,3,1.4871,,0,20,20,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,157.3829,158.4257,,,,,,,,,,,,,,,,,,156.046,157.3827,4,1.3145,,0,21,21,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,161.0096,162.067,,,,,,,,,,,,,,,,,,158.4262,161.0095,2,2.555,,0,22,22,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,163.4681,164.5182,,,,,,,,,,,,,,,,,,162.0678,163.4681,3,1.3838,,0,23,23,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,166.2377,167.2818,,,,,,,,,,,,,,,,,,164.5196,166.2376,3,1.7012,,0,24,24,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,169.3028,170.3437,,,,,,,,,,,,,,,,,,167.2827,169.3027,2,2.0013,,0,25,25,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,171.9942,173.0514,,,,,,,,,,,,,,,,,,170.3451,171.994,1,1.6268,,0,26,26,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,174.2695,175.3107,,,,,,,,,,,,,,,,,,173.0526,174.2694,1,1.2012,,0,27,27,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,176.9681,178.0093,,,,,,,,,,,,,,,,,,175.3115,176.9681,1,1.6327,,0,28,28,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,179.1767,180.2296,,,,,,,,,,,,,,,,,,178.0099,179.1766,1,1.1426,,0,29,29,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,181.5443,182.5952,,,,,,,,,,,,,,,,,,180.2303,181.5442,3,1.2998,,0,30,30,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,184.8019,185.8493,,,,,,,,,,,,,,,,,,182.5961,184.8019,3,2.1918,,0,31,31,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,187.1711,188.2186,,,,,,,,,,,,,,,,,,185.85,187.171,4,1.3043,,0,32,32,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,189.6663,190.7149,,,,,,,,,,,,,,,,,,188.2193,189.6663,1,1.4313,,0,33,33,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,192.7491,193.7998,,,,,,,,,,,,,,,,,,190.7154,192.749,1,2.0169,,0,34,34,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,195.1155,196.1655,,,,,,,,,,,,,,,,,,193.8005,195.1155,4,1.3003,,0,35,35,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
