instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question1.I take good care of myself.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,161.014,162.064,158.297,161.014,3,0,6,6,5,1,20,10,2.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,164.898,165.947,162.064,164.897,3,0,7,7,7,1,20,17,2.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,168.797,169.847,165.948,168.797,4,0,8,8,2,1,24,14,2.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,172.864,173.913,169.847,172.864,,0,9,9,4,1,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,173.919,178.597,space,4.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,178.598,179.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,181.081,182.13,,,,,,,,,,,,,,,,,,179.651,181.081,2,1.397,,0,0,0,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,183.363,184.413,,,,,,,,,,,,,,,,,,182.131,183.363,4,1.219,,0,1,1,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,186.664,187.713,,,,,,,,,,,,,,,,,,184.414,186.664,4,2.234,,0,2,2,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,189.163,190.213,,,,,,,,,,,,,,,,,,187.714,189.163,4,1.433,,0,3,3,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,191.797,192.847,,,,,,,,,,,,,,,,,,190.214,191.797,2,1.565,,0,4,4,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,194.58,195.63,,,,,,,,,,,,,,,,,,192.847,194.58,1,1.72,,0,5,5,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,196.747,197.797,,,,,,,,,,,,,,,,,,195.631,196.747,1,1.099,,0,6,6,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,199.847,200.897,,,,,,,,,,,,,,,,,,197.797,199.847,2,2.032,,0,7,7,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,202.53,203.58,,,,,,,,,,,,,,,,,,200.897,202.53,3,1.616,,0,8,8,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,204.864,205.913,,,,,,,,,,,,,,,,,,203.581,204.864,1,1.268,,0,9,9,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,206.664,207.714,,,,,,,,,,,,,,,,,,205.914,206.663,1,0.737,,0,10,10,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,209.197,210.247,,,,,,,,,,,,,,,,,,207.714,209.197,1,1.466,,0,11,11,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,213.264,214.313,,,,,,,,,,,,,,,,,,210.247,213.264,,,,0,12,12,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,216.264,217.313,,,,,,,,,,,,,,,,,,214.314,216.264,1,1.933,,0,13,13,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,218.08,219.13,,,,,,,,,,,,,,,,,,217.314,218.08,1,0.751,,0,14,14,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,221.264,222.313,,,,,,,,,,,,,,,,,,219.131,221.263,4,2.116,,0,15,15,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,223.963,225.013,,,,,,,,,,,,,,,,,,222.314,223.963,2,1.633,,0,16,16,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,226.464,227.513,,,,,,,,,,,,,,,,,,225.014,226.463,2,1.437,,0,17,17,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,229.097,230.146,,,,,,,,,,,,,,,,,,227.514,229.097,2,1.565,,0,18,18,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,231.597,232.647,,,,,,,,,,,,,,,,,,230.146,231.597,4,1.441,,0,19,19,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,234.547,235.596,,,,,,,,,,,,,,,,,,232.647,234.547,3,1.883,,0,20,20,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,237.28,238.33,,,,,,,,,,,,,,,,,,235.597,237.28,1,1.667,,0,21,21,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,240.013,241.063,,,,,,,,,,,,,,,,,,238.33,240.013,3,1.668,,0,22,22,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,242.864,243.913,,,,,,,,,,,,,,,,,,241.064,242.864,3,1.783,,0,23,23,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,246.613,247.663,,,,,,,,,,,,,,,,,,243.914,246.613,4,2.684,,0,24,24,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,249.33,250.38,,,,,,,,,,,,,,,,,,247.664,249.33,1,1.65,,0,25,25,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,253.397,254.446,,,,,,,,,,,,,,,,,,250.38,253.397,,,,0,26,26,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,256.196,257.246,,,,,,,,,,,,,,,,,,254.447,256.196,1,1.733,,0,27,27,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,258.58,259.63,,,,,,,,,,,,,,,,,,257.247,258.58,2,1.322,,0,28,28,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,260.813,261.863,,,,,,,,,,,,,,,,,,259.63,260.813,1,1.174,,0,29,29,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,262.747,263.797,,,,,,,,,,,,,,,,,,261.864,262.747,1,0.867,,0,30,30,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,265.163,266.213,,,,,,,,,,,,,,,,,,263.797,265.163,1,1.35,,0,31,31,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,268.097,269.146,,,,,,,,,,,,,,,,,,266.213,268.097,2,1.867,,0,32,32,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,271.147,272.196,,,,,,,,,,,,,,,,,,269.147,271.147,1,1.984,,0,33,33,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,275.214,276.263,,,,,,,,,,,,,,,,,,272.196,275.214,,,,0,34,34,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,278.247,279.296,,,,,,,,,,,,,,,,,,276.264,278.247,4,1.965,,0,35,35,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,280.646,281.696,,,,,,,,,,,,,,,,,,279.297,280.646,4,1.334,,0,36,36,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
