instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question4.I take good care of myself.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,20.471,21.504,20.205,20.471,2,0,6,6,4,1,36,18,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,21.771,22.804,21.505,21.771,2,0,7,7,3,1,30,7,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,22.905,23.938,22.805,22.904,2,0,8,8,5,1,20,10,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,24.605,25.637,23.938,24.604,2,0,9,9,0,1,12,6,0.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,,,,,,,,,,,,,,,25.639,29.138,space,3.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,29.138,30.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,31.372,32.404,,,,,,,,,,,,,,,,,,30.176,31.372,2,1.151,,0,0,0,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,33.271,34.304,,,,,,,,,,,,,,,,,,32.405,33.271,4,0.837,,0,1,1,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,35.071,36.104,,,,,,,,,,,,,,,,,,34.305,35.071,4,0.737,,0,2,2,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,36.604,37.637,,,,,,,,,,,,,,,,,,36.105,36.604,3,0.485,,0,3,3,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,38.837,39.871,,,,,,,,,,,,,,,,,,37.638,38.837,4,1.19,,0,4,4,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,40.305,41.337,,,,,,,,,,,,,,,,,,39.871,40.304,3,0.398,,0,5,5,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,41.838,42.871,,,,,,,,,,,,,,,,,,41.338,41.838,4,0.475,,0,6,6,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,43.471,44.504,,,,,,,,,,,,,,,,,,42.872,43.471,2,0.592,,0,7,7,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,44.771,45.804,,,,,,,,,,,,,,,,,,44.505,44.771,3,0.24,,0,8,8,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,46.071,47.104,,,,,,,,,,,,,,,,,,45.805,46.071,2,0.241,,0,9,9,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,47.538,48.571,,,,,,,,,,,,,,,,,,47.105,47.538,3,0.4,,0,10,10,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,48.872,49.904,,,,,,,,,,,,,,,,,,48.572,48.871,2,0.293,,0,11,11,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,50.271,51.304,,,,,,,,,,,,,,,,,,49.905,50.271,2,0.347,,0,12,12,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,51.604,52.637,,,,,,,,,,,,,,,,,,51.305,51.604,2,0.267,,0,13,13,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,52.971,54.004,,,,,,,,,,,,,,,,,,52.638,52.971,2,0.315,,0,14,14,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,54.471,55.504,,,,,,,,,,,,,,,,,,54.005,54.471,2,0.432,,0,15,15,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,55.638,56.671,,,,,,,,,,,,,,,,,,55.505,55.638,2,0.125,,0,16,16,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,57.038,58.071,,,,,,,,,,,,,,,,,,56.671,57.038,2,0.353,,0,17,17,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,58.405,59.437,,,,,,,,,,,,,,,,,,58.071,58.405,2,0.298,,0,18,18,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,59.804,60.837,,,,,,,,,,,,,,,,,,59.438,59.804,2,0.357,,0,19,19,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,61.338,62.37,,,,,,,,,,,,,,,,,,60.838,61.338,2,0.465,,0,20,20,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,62.638,63.671,,,,,,,,,,,,,,,,,,62.371,62.637,2,0.252,,0,21,21,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,63.904,64.937,,,,,,,,,,,,,,,,,,63.671,63.904,2,0.227,,0,22,22,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,65.239,66.27,,,,,,,,,,,,,,,,,,64.938,65.239,2,0.295,,0,23,23,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,66.604,67.637,,,,,,,,,,,,,,,,,,66.271,66.604,2,0.301,,0,24,24,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,68.171,69.204,,,,,,,,,,,,,,,,,,67.638,68.171,2,0.518,,0,25,25,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,70.137,71.17,,,,,,,,,,,,,,,,,,69.204,70.137,2,0.915,,0,26,26,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,71.671,72.704,,,,,,,,,,,,,,,,,,71.171,71.671,3,0.469,,0,27,27,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,73.304,74.337,,,,,,,,,,,,,,,,,,72.704,73.304,3,0.565,,0,28,28,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,74.604,75.637,,,,,,,,,,,,,,,,,,74.338,74.604,3,0.256,,0,29,29,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,76.171,77.204,,,,,,,,,,,,,,,,,,75.638,76.171,3,0.503,,0,30,30,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,77.47,78.504,,,,,,,,,,,,,,,,,,77.204,77.47,3,0.252,,0,31,31,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,79.138,80.17,,,,,,,,,,,,,,,,,,78.504,79.137,3,0.621,,0,32,32,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,81.504,82.537,,,,,,,,,,,,,,,,,,80.171,81.504,3,1.302,,0,33,33,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,82.638,83.669,,,,,,,,,,,,,,,,,,82.538,82.638,3,0.092,,0,34,34,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,84.004,85.037,,,,,,,,,,,,,,,,,,83.67,84.004,4,0.307,,0,35,35,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16030,001,,,2026-07-07_09h25.46.274,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,85.137,86.169,,,,,,,,,,,,,,,,,,85.038,85.137,4,0.085,,0,36,36,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
