instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.",survey.block_1/question4.I take good care of myself.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,37.404,38.45,37.287,37.403,2,0,6,6,2,1,24,14,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,38.639,39.683,38.453,38.639,1,0,7,7,4,1,36,18,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,39.953,41.004,39.687,39.953,3,0,8,8,1,1,18,9,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,41.367,42.418,41.006,41.367,3,0,9,9,5,1,20,10,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,42.418,43.736,space,1.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,43.736,44.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,45.434,46.48,,,,,,,,,,,,,,,,,,44.79,45.434,3,0.594,,0,0,0,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,47.036,48.08,,,,,,,,,,,,,,,,,,46.483,47.035,1,0.541,,0,1,1,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,48.45,49.498,,,,,,,,,,,,,,,,,,48.083,48.45,3,0.352,,0,2,2,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,49.685,50.728,,,,,,,,,,,,,,,,,,49.5,49.685,1,0.172,,0,3,3,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,51.027,52.081,,,,,,,,,,,,,,,,,,50.73,51.027,3,0.286,,0,4,4,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,52.18,53.23,,,,,,,,,,,,,,,,,,52.082,52.18,1,0.085,,0,5,5,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,53.598,54.643,,,,,,,,,,,,,,,,,,53.234,53.597,3,0.347,,0,6,6,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,54.979,56.03,,,,,,,,,,,,,,,,,,54.646,54.978,1,0.32,,0,7,7,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,56.197,57.241,,,,,,,,,,,,,,,,,,56.032,56.197,3,0.148,,0,8,8,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,57.395,58.44,,,,,,,,,,,,,,,,,,57.242,57.395,1,0.133,,0,9,9,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,58.829,59.873,,,,,,,,,,,,,,,,,,58.442,58.829,3,0.368,,0,10,10,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,60.209,61.264,,,,,,,,,,,,,,,,,,59.874,60.209,1,0.317,,0,11,11,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,61.424,62.471,,,,,,,,,,,,,,,,,,61.264,61.423,3,0.147,,0,12,12,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,62.776,63.821,,,,,,,,,,,,,,,,,,62.473,62.776,2,0.284,,0,13,13,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,64.038,65.087,,,,,,,,,,,,,,,,,,63.824,64.038,2,0.199,,0,14,14,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,65.108,66.153,,,,,,,,,,,,,,,,,,65.088,65.108,3,0.005,,0,15,15,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,66.453,67.508,,,,,,,,,,,,,,,,,,66.158,66.453,2,0.285,,0,16,16,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,67.57,68.621,,,,,,,,,,,,,,,,,,67.509,67.57,1,0.049,,0,17,17,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,68.823,69.874,,,,,,,,,,,,,,,,,,68.623,68.823,3,0.188,,0,18,18,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,70.135,71.185,,,,,,,,,,,,,,,,,,69.875,70.135,3,0.248,,0,19,19,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,71.287,72.338,,,,,,,,,,,,,,,,,,71.187,71.286,3,0.083,,0,20,20,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,72.541,73.584,,,,,,,,,,,,,,,,,,72.339,72.54,3,0.193,,0,21,21,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,73.771,74.816,,,,,,,,,,,,,,,,,,73.587,73.771,3,0.168,,0,22,22,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,75.932,76.982,,,,,,,,,,,,,,,,,,74.817,75.932,3,1.102,,0,23,23,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,77.398,78.451,,,,,,,,,,,,,,,,,,76.982,77.398,3,0.401,,0,24,24,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,80.95,81.997,,,,,,,,,,,,,,,,,,78.453,80.949,3,2.48,,0,25,25,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,82.289,83.329,,,,,,,,,,,,,,,,,,82,82.289,3,0.28,,0,26,26,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,83.597,84.645,,,,,,,,,,,,,,,,,,83.329,83.597,3,0.25,,0,27,27,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,84.883,85.941,,,,,,,,,,,,,,,,,,84.645,84.882,3,0.219,,0,28,28,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,85.986,87.036,,,,,,,,,,,,,,,,,,85.943,85.985,3,0.024,,0,29,29,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,87.21,88.261,,,,,,,,,,,,,,,,,,87.036,87.209,3,0.161,,0,30,30,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,88.464,89.509,,,,,,,,,,,,,,,,,,88.266,88.464,3,0.184,,0,31,31,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,89.526,90.577,,,,,,,,,,,,,,,,,,89.51,89.526,3,0.001,,0,32,32,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,90.613,91.659,,,,,,,,,,,,,,,,,,90.579,90.613,3,0.017,,0,33,33,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,91.7,92.745,,,,,,,,,,,,,,,,,,91.662,91.7,3,0.028,,0,34,34,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,92.932,93.98,,,,,,,,,,,,,,,,,,92.745,92.932,3,0.174,,0,35,35,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,94.065,95.109,,,,,,,,,,,,,,,,,,93.982,94.065,3,0.072,,0,36,36,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
