instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
0.0005,4.3248,space,4.32,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,4.3248,11.2085,space,6.8804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,11.2085,13.1916,space,1.9502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,13.1917,14.2413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,17.2748,18.3242,14.2428,17.2747,,0,0,0,9,1,34,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,21.3301,22.3746,18.3245,21.33,,0,1,1,5,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,24.6416,25.6911,22.3748,24.6415,3,0,2,2,7,1,20,17,2.2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,26.1413,27.191,25.6913,26.1412,2,0,3,3,2,1,24,14,0.4338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,28.7247,29.7743,27.1912,28.7247,4,0,4,4,0,1,12,6,1.5168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,30.1912,31.2409,29.7744,30.1912,3,0,5,5,8,1,10,8,0.4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,31.5245,32.5744,31.241,31.5244,2,0,6,6,6,1,28,16,0.2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,32.858,33.9077,32.5746,32.858,3,0,7,7,4,1,36,18,0.2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,34.4079,35.4576,33.9078,34.4079,3,0,8,8,3,1,30,7,0.4836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,38.4742,39.524,35.4578,38.4742,,0,9,9,1,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,,,,,,,,,,,,,,,39.5242,42.2078,space,2.6468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,42.2078,43.2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,46.2632,47.3075,,,,,,,,,,,,,,,,,,43.2584,46.2631,,0,0,0,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,50.3237,51.374,,,,,,,,,,,,,,,,,,47.3077,50.3237,,0,1,1,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,53.3908,54.441,,,,,,,,,,,,,,,,,,51.3741,53.3907,1,0,2,2,41,1,22,13,1.9834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,56.0904,57.1407,,,,,,,,,,,,,,,,,,54.4411,56.0904,1,0,3,3,21,1,28,12,1.6163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,58.1741,59.2239,,,,,,,,,,,,,,,,,,57.1408,58.1741,1,0,4,4,10,1,12,18,1.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,60.2908,61.3406,,,,,,,,,,,,,,,,,,59.2242,60.2907,1,0,5,5,3,1,10,19,1.0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,64.3573,65.4071,,,,,,,,,,,,,,,,,,61.3407,64.3572,,0,6,6,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,66.8242,67.8739,,,,,,,,,,,,,,,,,,65.4072,66.8242,4,0,7,7,35,1,32,8,1.3836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16819,001,20,m,2026-07-09_20h23.59.655,Mixed_Gamble_Task,2026.1.3,Win32,175.4385965,,,,,,,,,,,68.5793,69.6237,,,,,,,,,,,,,,,,,,67.8742,68.5792,4,0,8,8,2,1,32,6,0.6717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
