instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,58.2517,59.3073,56.7094,58.2516,1,0,6,6,7,1,20,17,1.5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,61.2572,62.3019,59.3076,61.2572,3,0,7,7,4,1,36,18,1.9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,63.8685,64.9227,62.3031,63.8682,2,0,8,8,5,1,20,10,1.5434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,67.0004,68.0502,64.923,67.0003,2,0,9,9,9,1,34,12,2.0556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,68.0511,76.6492,space,8.5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,76.6494,77.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,78.9488,80.0005,,,,,,,,,,,,,,,,,,77.7023,78.9487,2,1.2231,,0,0,0,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,81.7647,82.8161,,,,,,,,,,,,,,,,,,80.0011,81.7646,1,1.7413,,0,1,1,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,84.8345,85.8804,,,,,,,,,,,,,,,,,,82.8171,84.8345,3,1.9965,,0,2,2,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,87.1969,88.2497,,,,,,,,,,,,,,,,,,85.8816,87.1968,2,1.285,,0,3,3,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,90.1821,91.2294,,,,,,,,,,,,,,,,,,88.2501,90.1821,4,1.9094,,0,4,4,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,92.8321,93.879,,,,,,,,,,,,,,,,,,91.2303,92.832,3,1.5696,,0,5,5,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,95.562,96.6175,,,,,,,,,,,,,,,,,,93.8801,95.562,1,1.656,,0,6,6,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,98.1293,99.1783,,,,,,,,,,,,,,,,,,96.6178,98.1292,4,1.4852,,0,7,7,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,100.5011,101.5474,,,,,,,,,,,,,,,,,,99.1798,100.501,2,1.3004,,0,8,8,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,103.3501,104.3939,,,,,,,,,,,,,,,,,,101.5478,103.3501,3,1.7796,,0,9,9,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,105.7502,106.7958,,,,,,,,,,,,,,,,,,104.3946,105.7501,4,1.3318,,0,10,10,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,109.3162,110.3597,,,,,,,,,,,,,,,,,,106.7963,109.3162,3,2.4981,,0,11,11,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,111.9441,112.9833,,,,,,,,,,,,,,,,,,110.3613,111.9438,2,1.5595,,0,12,12,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,114.2806,115.3255,,,,,,,,,,,,,,,,,,112.9836,114.2806,1,1.2805,,0,13,13,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,116.5163,117.5596,,,,,,,,,,,,,,,,,,115.3265,116.5163,4,1.1685,,0,14,14,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,120.1323,121.1814,,,,,,,,,,,,,,,,,,117.5607,120.1323,2,2.5501,,0,15,15,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,123.1991,124.2412,,,,,,,,,,,,,,,,,,121.1818,123.1991,3,1.9998,,0,16,16,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,126.1093,127.1641,,,,,,,,,,,,,,,,,,124.2424,126.1093,4,1.8364,,0,17,17,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,130.1809,131.2286,,,,,,,,,,,,,,,,,,127.1645,130.1808,,,,0,18,18,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,133.7563,134.8122,,,,,,,,,,,,,,,,,,131.2289,133.7561,1,2.5069,,0,19,19,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,136.295,137.3387,,,,,,,,,,,,,,,,,,134.8126,136.2949,2,1.4653,,0,20,20,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,139.311,140.3579,,,,,,,,,,,,,,,,,,137.3401,139.311,3,1.95,,0,21,21,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,142.3276,143.3708,,,,,,,,,,,,,,,,,,140.3583,142.3275,1,1.95,,0,22,22,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,145.1066,146.1609,,,,,,,,,,,,,,,,,,143.3721,145.1066,4,1.7029,,0,23,23,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,147.3201,148.3589,,,,,,,,,,,,,,,,,,146.1613,147.3201,4,1.1368,,0,24,24,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,149.878,150.9273,,,,,,,,,,,,,,,,,,148.3592,149.878,1,1.5019,,0,25,25,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,152.5362,153.5925,,,,,,,,,,,,,,,,,,150.9277,152.5362,3,1.5867,,0,26,26,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,155.9433,156.9886,,,,,,,,,,,,,,,,,,153.5929,155.9432,3,2.3334,,0,27,27,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,159.4908,160.5405,,,,,,,,,,,,,,,,,,156.9889,159.4908,3,2.4831,,0,28,28,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,162.6843,163.734,,,,,,,,,,,,,,,,,,160.5409,162.6843,2,2.1224,,0,29,29,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,165.2236,166.267,,,,,,,,,,,,,,,,,,163.7348,165.2236,1,1.4668,,0,30,30,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,167.5231,168.5724,,,,,,,,,,,,,,,,,,166.2679,167.523,2,1.2334,,0,31,31,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,171.586,172.6383,,,,,,,,,,,,,,,,,,168.5729,171.586,,,,0,32,32,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,173.9901,175.0321,,,,,,,,,,,,,,,,,,172.6386,173.99,2,1.3348,,0,33,33,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,176.2325,177.2877,,,,,,,,,,,,,,,,,,175.033,176.2324,1,1.1718,,0,34,34,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,178.6547,179.6987,,,,,,,,,,,,,,,,,,177.288,178.6547,4,1.35,,0,35,35,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,181.7479,182.8033,,,,,,,,,,,,,,,,,,179.7004,181.7478,2,2.0256,,0,36,36,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
