instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,74.567,75.618,71.564,74.567,,0,6,6,9,1,34,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,78.621,79.672,75.619,78.621,,0,7,7,8,1,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,82.676,83.726,79.673,82.675,,0,8,8,7,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,86.73,87.78,83.727,86.73,,0,9,9,3,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,87.781,93.42,space,5.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,93.42,94.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,97.34,98.39,,,,,,,,,,,,,,,,94.481,97.34,3,2.815,,0,0,0,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,100.076,101.127,,,,,,,,,,,,,,,,98.391,100.076,2,1.668,,0,1,1,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,102.595,103.646,,,,,,,,,,,,,,,,101.127,102.595,2,1.45,,0,2,2,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,104.947,105.998,,,,,,,,,,,,,,,,103.646,104.947,1,1.279,,0,3,3,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,107.484,108.534,,,,,,,,,,,,,,,,105.999,107.483,2,1.464,,0,4,4,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,109.702,110.753,,,,,,,,,,,,,,,,108.534,109.702,3,1.15,,0,5,5,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,112.071,113.122,,,,,,,,,,,,,,,,110.754,112.071,2,1.303,,0,6,6,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,114.273,115.324,,,,,,,,,,,,,,,,113.122,114.273,4,1.135,,0,7,7,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,116.425,117.477,,,,,,,,,,,,,,,,115.324,116.425,1,1.086,,0,8,8,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,118.661,119.712,,,,,,,,,,,,,,,,117.478,118.661,2,1.169,,0,9,9,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,120.947,121.997,,,,,,,,,,,,,,,,119.712,120.947,2,1.218,,0,10,10,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,123.682,124.739,,,,,,,,,,,,,,,,121.998,123.682,1,1.668,,0,11,11,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,126.436,127.486,,,,,,,,,,,,,,,,124.742,126.436,3,1.682,,0,12,12,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,128.755,129.805,,,,,,,,,,,,,,,,127.487,128.755,4,1.254,,0,13,13,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,131.24,132.291,,,,,,,,,,,,,,,,129.806,131.24,2,1.421,,0,14,14,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,133.476,134.526,,,,,,,,,,,,,,,,132.292,133.476,3,1.171,,0,15,15,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,136.195,137.246,,,,,,,,,,,,,,,,134.526,136.195,2,1.655,,0,16,16,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,138.564,139.614,,,,,,,,,,,,,,,,137.247,138.564,1,1.301,,0,17,17,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,141.317,142.368,,,,,,,,,,,,,,,,139.616,141.317,2,1.686,,0,18,18,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,143.919,144.971,,,,,,,,,,,,,,,,142.368,143.919,4,1.539,,0,19,19,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,146.489,147.539,,,,,,,,,,,,,,,,144.971,146.489,3,1.501,,0,20,20,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,148.674,149.724,,,,,,,,,,,,,,,,147.541,148.674,4,1.119,,0,21,21,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,150.91,151.96,,,,,,,,,,,,,,,,149.725,150.91,4,1.171,,0,22,22,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,152.995,154.046,,,,,,,,,,,,,,,,151.961,152.995,1,1.019,,0,23,23,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,155.348,156.398,,,,,,,,,,,,,,,,154.047,155.348,1,1.285,,0,24,24,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,157.533,158.583,,,,,,,,,,,,,,,,156.399,157.533,1,1.117,,0,25,25,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,159.937,160.987,,,,,,,,,,,,,,,,158.584,159.936,2,1.334,,0,26,26,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,162.254,163.305,,,,,,,,,,,,,,,,160.991,162.254,2,1.248,,0,27,27,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,164.856,165.908,,,,,,,,,,,,,,,,163.306,164.856,2,1.534,,0,28,28,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,166.975,168.026,,,,,,,,,,,,,,,,165.909,166.975,3,1.052,,0,29,29,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,169.295,170.345,,,,,,,,,,,,,,,,168.027,169.295,3,1.249,,0,30,30,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,171.497,172.548,,,,,,,,,,,,,,,,170.346,171.497,1,1.132,,0,31,31,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,173.749,174.8,,,,,,,,,,,,,,,,172.548,173.749,4,1.188,,0,32,32,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,176.486,177.536,,,,,,,,,,,,,,,,174.801,176.486,3,1.67,,0,33,33,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,179.055,180.105,,,,,,,,,,,,,,,,177.537,179.055,4,1.506,,0,34,34,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,181.173,182.224,,,,,,,,,,,,,,,,180.107,181.173,4,1.047,,0,35,35,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,183.492,184.543,,,,,,,,,,,,,,,,182.225,183.492,2,1.248,,0,36,36,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10687,001,23,w,2026-07-01_11h30.04.539,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,185.695,186.745,,,,,,,,,,,,,,,,184.544,185.695,4,1.131,,0,37,37,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
