instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I take good care of myself.,"survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question3.I advocate for my own needs.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I have a lot of self-care.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,59.645,60.695,58.312,59.645,1,0,6,6,8,1,10,8,1.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,62.945,63.994,60.695,62.945,3,0,7,7,4,1,36,18,2.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,66.928,67.978,63.994,66.928,2,0,8,8,1,1,18,9,2.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,70.995,72.045,67.978,70.995,,0,9,9,7,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,72.048,74.261,space,2.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,74.261,75.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,76.595,77.645,,,,,,,,,,,,,,,,,,75.314,76.595,2,1.243,,0,0,0,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,79.212,80.26,,,,,,,,,,,,,,,,,,77.645,79.212,2,1.548,,0,1,1,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,81.261,82.311,,,,,,,,,,,,,,,,,,80.261,81.261,3,0.984,,0,2,2,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,84.328,85.378,,,,,,,,,,,,,,,,,,82.311,84.328,4,1.998,,0,3,3,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,86.428,87.478,,,,,,,,,,,,,,,,,,85.378,86.428,4,1.032,,0,4,4,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,89.211,90.261,,,,,,,,,,,,,,,,,,87.478,89.211,3,1.715,,0,5,5,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,91.528,92.578,,,,,,,,,,,,,,,,,,90.261,91.528,1,1.251,,0,6,6,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,94.778,95.828,,,,,,,,,,,,,,,,,,92.578,94.778,3,2.181,,0,7,7,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,97.028,98.077,,,,,,,,,,,,,,,,,,95.828,97.028,2,1.183,,0,8,8,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,99.445,100.494,,,,,,,,,,,,,,,,,,98.078,99.445,3,1.353,,0,9,9,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,102.761,103.81,,,,,,,,,,,,,,,,,,100.495,102.761,1,2.256,,0,10,10,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,106.628,107.678,,,,,,,,,,,,,,,,,,103.811,106.628,1,2.809,,0,11,11,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,109.894,110.944,,,,,,,,,,,,,,,,,,107.678,109.894,1,2.204,,0,12,12,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,112.795,113.844,,,,,,,,,,,,,,,,,,110.945,112.795,1,1.84,,0,13,13,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,115.444,116.494,,,,,,,,,,,,,,,,,,113.845,115.444,2,1.584,,0,14,14,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,117.345,118.394,,,,,,,,,,,,,,,,,,116.495,117.345,2,0.832,,0,15,15,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,119.644,120.694,,,,,,,,,,,,,,,,,,118.395,119.644,3,1.23,,0,16,16,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,122.195,123.244,,,,,,,,,,,,,,,,,,120.695,122.195,4,1.491,,0,17,17,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,126.261,127.311,,,,,,,,,,,,,,,,,,123.245,126.261,,,,0,18,18,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,128.694,129.744,,,,,,,,,,,,,,,,,,127.311,128.694,1,1.37,,0,19,19,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,131.278,132.328,,,,,,,,,,,,,,,,,,129.745,131.278,4,1.519,,0,20,20,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,133.295,134.344,,,,,,,,,,,,,,,,,,132.328,133.295,4,0.949,,0,21,21,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,135.178,136.227,,,,,,,,,,,,,,,,,,134.345,135.178,1,0.824,,0,22,22,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,138.578,139.627,,,,,,,,,,,,,,,,,,136.228,138.578,1,2.335,,0,23,23,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,140.895,141.944,,,,,,,,,,,,,,,,,,139.628,140.895,4,1.249,,0,24,24,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,143.678,144.727,,,,,,,,,,,,,,,,,,141.944,143.678,2,1.72,,0,25,25,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,145.811,146.86,,,,,,,,,,,,,,,,,,144.728,145.811,3,1.072,,0,26,26,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,148.111,149.161,,,,,,,,,,,,,,,,,,146.861,148.111,1,1.239,,0,27,27,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,150.895,151.944,,,,,,,,,,,,,,,,,,149.161,150.895,4,1.719,,0,28,28,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,153.278,154.327,,,,,,,,,,,,,,,,,,151.945,153.278,1,1.324,,0,29,29,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,155.894,156.944,,,,,,,,,,,,,,,,,,154.328,155.894,2,1.549,,0,30,30,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,158.378,159.427,,,,,,,,,,,,,,,,,,156.944,158.378,1,1.415,,0,31,31,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,161.461,162.511,,,,,,,,,,,,,,,,,,159.428,161.461,2,2.025,,0,32,32,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,165.178,166.228,,,,,,,,,,,,,,,,,,162.511,165.178,1,2.649,,0,33,33,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,167.144,168.194,,,,,,,,,,,,,,,,,,166.228,167.144,1,0.906,,0,34,34,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,170.411,171.461,,,,,,,,,,,,,,,,,,168.195,170.411,2,2.199,,0,35,35,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16645,001,21,m,2026-06-24_10h27.25.113,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,172.594,173.644,,,,,,,,,,,,,,,,,,171.461,172.594,3,1.115,,0,36,36,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
