instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,key_resp_three.rt,key_resp_three.duration,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,90.891,91.938,88.099,90.891,2,0,6,6,7,1,20,17,2.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,94.947,95.994,91.938,94.947,3,0,7,7,1,1,18,9,2.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,98.421,99.467,95.995,98.42,4,0,8,8,9,1,34,12,2.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,100.448,101.495,99.468,100.448,4,0,9,9,3,1,30,7,0.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,,,,,,,,,,,,,,,101.496,105.352,space,3.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,105.352,106.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,108.427,109.473,,,,,,,,,,,,,,,,,,106.405,108.427,2,1.98,,0,0,0,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,111.951,112.998,,,,,,,,,,,,,,,,,,109.474,111.951,3,2.463,,0,1,1,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,115.741,116.788,,,,,,,,,,,,,,,,,,113.003,115.74,4,2.719,,0,2,2,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,119.314,120.361,,,,,,,,,,,,,,,,,,116.788,119.314,3,2.51,,0,3,3,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,122.987,124.034,,,,,,,,,,,,,,,,,,120.361,122.987,2,2.608,,0,4,4,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,126.56,127.607,,,,,,,,,,,,,,,,,,124.034,126.56,3,2.509,,0,5,5,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,128.954,130.001,,,,,,,,,,,,,,,,,,127.608,128.954,4,1.331,,0,6,6,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,133.01,134.056,,,,,,,,,,,,,,,,,,130.002,133.01,,,,0,7,7,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,137.065,138.112,,,,,,,,,,,,,,,,,,134.057,137.065,,,,0,8,8,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,140.357,141.403,,,,,,,,,,,,,,,,,,138.112,140.357,1,2.229,,0,9,9,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,142.866,143.913,,,,,,,,,,,,,,,,,,141.403,142.866,2,1.455,,0,10,10,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,145.395,146.44,,,,,,,,,,,,,,,,,,143.914,145.395,4,1.471,,0,11,11,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,147.885,148.933,,,,,,,,,,,,,,,,,,146.443,147.885,1,1.427,,0,12,12,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,150.163,151.21,,,,,,,,,,,,,,,,,,148.933,150.163,2,1.22,,0,13,13,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,153.686,154.733,,,,,,,,,,,,,,,,,,151.211,153.686,3,2.46,,0,14,14,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,155.914,156.961,,,,,,,,,,,,,,,,,,154.734,155.914,4,1.17,,0,15,15,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,158.157,159.204,,,,,,,,,,,,,,,,,,156.961,158.157,4,1.185,,0,16,16,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,161.083,162.13,,,,,,,,,,,,,,,,,,159.205,161.083,1,1.863,,0,17,17,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,163.809,164.855,,,,,,,,,,,,,,,,,,162.13,163.809,2,1.662,,0,18,18,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,167.865,168.912,,,,,,,,,,,,,,,,,,164.856,167.865,,,,0,19,19,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,170.923,171.97,,,,,,,,,,,,,,,,,,168.912,170.923,4,1.995,,0,20,20,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,174.131,175.178,,,,,,,,,,,,,,,,,,171.97,174.131,3,2.145,,0,21,21,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,177.438,178.485,,,,,,,,,,,,,,,,,,175.178,177.438,3,2.251,,0,22,22,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,180.154,181.194,,,,,,,,,,,,,,,,,,178.489,180.154,4,1.655,,0,23,23,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,182.757,183.804,,,,,,,,,,,,,,,,,,181.195,182.757,3,1.548,,0,24,24,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,185.084,186.131,,,,,,,,,,,,,,,,,,183.805,185.084,4,1.264,,0,25,25,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,187.311,188.359,,,,,,,,,,,,,,,,,,186.132,187.311,4,1.164,,0,26,26,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,189.655,190.702,,,,,,,,,,,,,,,,,,188.359,189.655,3,1.28,,0,27,27,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,192.63,193.677,,,,,,,,,,,,,,,,,,190.703,192.63,1,1.917,,0,28,28,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,195.506,196.552,,,,,,,,,,,,,,,,,,193.677,195.506,3,1.811,,0,29,29,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,198.348,199.395,,,,,,,,,,,,,,,,,,196.554,198.348,3,1.782,,0,30,30,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,200.443,201.489,,,,,,,,,,,,,,,,,,199.396,200.442,4,1.03,,0,31,31,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,202.902,203.949,,,,,,,,,,,,,,,,,,201.49,202.902,3,1.395,,0,32,32,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,205.196,206.243,,,,,,,,,,,,,,,,,,203.95,205.195,2,1.228,,0,33,33,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,207.59,208.637,,,,,,,,,,,,,,,,,,206.246,207.59,4,1.325,,0,34,34,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,210.149,211.196,,,,,,,,,,,,,,,,,,208.637,210.149,2,1.496,,0,35,35,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13504,001,55,w,2026-07-05_18h53.42.478,Mixed_Gamble_Task,2026.1.3,Win32,60.16847172,,,,,,,,,,,212.742,213.79,,,,,,,,,,,,,,,,,,211.197,212.742,2,1.532,,0,36,36,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
