instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,"survey.block_1/question3.Even though I give a lot to others, I know when to recharge.",survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,65.825,66.859,64.524,65.825,2,0,6,6,7,1,20,17,1.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,68.327,69.361,66.86,68.327,3,0,7,7,4,1,36,18,1.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,70.596,71.629,69.362,70.596,1,0,8,8,5,1,20,10,1.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,72.965,73.998,71.63,72.965,2,0,9,9,9,1,34,12,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,,,,,,,,,,,,,,,74.006,80.236,space,6.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,80.237,81.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,82.672,83.705,,,,,,,,,,,,,,,,,,81.278,82.672,2,1.358,,0,0,0,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,85.006,86.041,,,,,,,,,,,,,,,,,,83.707,85.006,3,1.286,,0,1,1,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,87.375,88.409,,,,,,,,,,,,,,,,,,86.041,87.375,4,1.323,,0,2,2,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,89.777,90.811,,,,,,,,,,,,,,,,,,88.41,89.777,2,1.353,,0,3,3,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,92.013,93.046,,,,,,,,,,,,,,,,,,90.812,92.013,3,1.167,,0,4,4,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,94.015,95.048,,,,,,,,,,,,,,,,,,93.047,94.015,4,0.941,,0,5,5,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,96.45,97.484,,,,,,,,,,,,,,,,,,95.049,96.45,2,1.37,,0,6,6,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,98.685,99.719,,,,,,,,,,,,,,,,,,97.485,98.685,2,1.189,,0,7,7,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,100.82,101.854,,,,,,,,,,,,,,,,,,99.72,100.82,4,1.085,,0,8,8,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,102.755,103.789,,,,,,,,,,,,,,,,,,101.854,102.755,3,0.895,,0,9,9,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,104.756,105.79,,,,,,,,,,,,,,,,,,103.789,104.756,2,0.938,,0,10,10,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,106.391,107.424,,,,,,,,,,,,,,,,,,105.791,106.391,1,0.59,,0,11,11,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,108.126,109.16,,,,,,,,,,,,,,,,,,107.425,108.126,4,0.667,,0,12,12,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,109.927,110.961,,,,,,,,,,,,,,,,,,109.16,109.927,2,0.759,,0,13,13,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,111.862,112.896,,,,,,,,,,,,,,,,,,110.962,111.862,1,0.875,,0,14,14,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,113.697,114.731,,,,,,,,,,,,,,,,,,112.897,113.697,3,0.771,,0,15,15,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,115.599,116.633,,,,,,,,,,,,,,,,,,114.732,115.598,4,0.856,,0,16,16,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,117.634,118.668,,,,,,,,,,,,,,,,,,116.633,117.634,3,0.966,,0,17,17,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,119.602,120.636,,,,,,,,,,,,,,,,,,118.668,119.602,2,0.918,,0,18,18,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,121.337,122.371,,,,,,,,,,,,,,,,,,120.637,121.336,4,0.685,,0,19,19,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,122.805,123.838,,,,,,,,,,,,,,,,,,122.372,122.805,2,0.422,,0,20,20,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,124.473,125.506,,,,,,,,,,,,,,,,,,123.84,124.473,3,0.599,,0,21,21,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,126.041,127.074,,,,,,,,,,,,,,,,,,125.507,126.04,3,0.522,,0,22,22,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,127.642,128.676,,,,,,,,,,,,,,,,,,127.075,127.642,3,0.543,,0,23,23,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,129.177,130.21,,,,,,,,,,,,,,,,,,128.676,129.177,2,0.47,,0,24,24,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,130.745,131.778,,,,,,,,,,,,,,,,,,130.211,130.744,1,0.498,,0,25,25,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,132.813,133.847,,,,,,,,,,,,,,,,,,131.779,132.813,4,1.028,,0,26,26,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,135.081,136.115,,,,,,,,,,,,,,,,,,133.847,135.081,2,1.21,,0,27,27,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,137.45,138.484,,,,,,,,,,,,,,,,,,136.116,137.45,3,1.317,,0,28,28,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,139.585,140.619,,,,,,,,,,,,,,,,,,138.485,139.585,4,1.072,,0,29,29,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,141.587,142.62,,,,,,,,,,,,,,,,,,140.619,141.587,2,0.952,,0,30,30,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,143.155,144.188,,,,,,,,,,,,,,,,,,142.621,143.155,3,0.505,,0,31,31,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,144.589,145.623,,,,,,,,,,,,,,,,,,144.189,144.589,2,0.387,,0,32,32,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,146.023,147.057,,,,,,,,,,,,,,,,,,145.624,146.023,1,0.389,,0,33,33,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,147.392,148.434,,,,,,,,,,,,,,,,,,147.058,147.391,1,0.299,,0,34,34,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,148.759,149.793,,,,,,,,,,,,,,,,,,148.435,148.758,2,0.313,,0,35,35,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,150.194,151.228,,,,,,,,,,,,,,,,,,149.794,150.194,3,0.39,,0,36,36,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
