instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,199.1421,200.1922,196.1255,199.1421,,0,6,6,0,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,203.2089,204.2583,200.1931,203.2088,,0,7,7,7,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,207.2749,208.3245,204.2589,207.2748,,0,8,8,2,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,211.3416,212.3912,208.3252,211.3415,,0,9,9,1,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,212.3919,265.5552,space,53.1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,265.5553,266.6046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,269.6266,270.6707,,,,,,,,,,,,,,,,266.6106,269.6265,,0,0,0,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,273.6938,274.7369,,,,,,,,,,,,,,,,270.6724,273.6936,,0,1,1,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,277.7434,278.793,,,,,,,,,,,,,,,,274.7376,277.7434,,0,2,2,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,281.8086,282.8538,,,,,,,,,,,,,,,,278.7937,281.8086,,0,3,3,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,285.8767,286.9202,,,,,,,,,,,,,,,,282.8544,285.8766,,0,4,4,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,289.9426,290.9867,,,,,,,,,,,,,,,,286.9208,289.9426,,0,5,5,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,293.9925,295.0365,,,,,,,,,,,,,,,,290.9872,293.9924,,0,6,6,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,298.0407,299.086,,,,,,,,,,,,,,,,295.0372,298.0407,,0,7,7,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,302.0909,303.1359,,,,,,,,,,,,,,,,299.0865,302.0909,,0,8,8,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,306.1582,307.2023,,,,,,,,,,,,,,,,303.1366,306.1582,,0,9,9,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,310.2071,311.2521,,,,,,,,,,,,,,,,307.2029,310.2071,,0,10,10,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,314.2581,315.3018,,,,,,,,,,,,,,,,311.2528,314.258,,0,11,11,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,318.324,319.3743,,,,,,,,,,,,,,,,315.3029,318.3239,,0,12,12,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,322.3907,323.4348,,,,,,,,,,,,,,,,319.3749,322.3906,,0,13,13,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,326.4409,327.4902,,,,,,,,,,,,,,,,323.4357,326.4409,,0,14,14,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,330.5054,331.5507,,,,,,,,,,,,,,,,327.4912,330.5053,,0,15,15,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,334.5564,335.6008,,,,,,,,,,,,,,,,331.5513,334.5563,,0,16,16,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,338.6056,339.65,,,,,,,,,,,,,,,,335.6015,338.6056,,0,17,17,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,342.6726,343.7168,,,,,,,,,,,,,,,,339.6505,342.6726,,0,18,18,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,346.7397,347.7866,,,,,,,,,,,,,,,,343.7174,346.7396,,0,19,19,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,350.8058,351.8496,,,,,,,,,,,,,,,,347.7871,350.8058,,0,20,20,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,354.8726,355.9217,,,,,,,,,,,,,,,,351.8502,354.8726,,0,21,21,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,358.9386,359.9876,,,,,,,,,,,,,,,,355.9227,358.9385,,0,22,22,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,363.0031,364.049,,,,,,,,,,,,,,,,359.9882,363.0031,,0,23,23,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,367.0713,368.1145,,,,,,,,,,,,,,,,364.0495,367.0713,,0,24,24,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,371.1156,372.1706,,,,,,,,,,,,,,,,368.1148,371.1155,,0,25,25,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,375.182,376.2207,,,,,,,,,,,,,,,,372.1713,375.1819,,0,26,26,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,379.2362,380.2868,,,,,,,,,,,,,,,,376.2213,379.2361,,0,27,27,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,383.2983,384.337,,,,,,,,,,,,,,,,380.2874,383.2982,,0,28,28,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,387.3532,388.4025,,,,,,,,,,,,,,,,384.3375,387.3531,,0,29,29,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,391.4201,392.4637,,,,,,,,,,,,,,,,388.4031,391.4201,,0,30,30,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,395.4686,396.5135,,,,,,,,,,,,,,,,392.4648,395.4685,,0,31,31,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,399.5191,400.5684,,,,,,,,,,,,,,,,396.514,399.519,,0,32,32,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,403.5859,404.6299,,,,,,,,,,,,,,,,400.569,403.5859,,0,33,33,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,407.6335,408.6797,,,,,,,,,,,,,,,,404.6306,407.6334,,0,34,34,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,411.7019,412.746,,,,,,,,,,,,,,,,408.6802,411.7018,,0,35,35,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,415.7687,416.8125,,,,,,,,,,,,,,,,412.7466,415.7687,,0,36,36,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,419.8182,420.8624,,,,,,,,,,,,,,,,416.813,419.8182,,0,37,37,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,423.8837,424.9331,,,,,,,,,,,,,,,,420.8632,423.8837,,0,38,38,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16213,001,22,w,2026-07-01_14h37.00.785,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,427.9507,429.0008,,,,,,,,,,,,,,,,424.9333,427.9506,,0,39,39,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
