instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,65.147,66.197,64.714,65.147,2,0,6,6,1,1,18,9,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,67.081,68.131,66.198,67.08,2,0,7,7,2,1,24,14,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,68.714,69.763,68.135,68.714,1,0,8,8,5,1,20,10,0.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,72.78,73.829,69.764,72.78,,0,9,9,4,1,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,73.83,86.244,space,12.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,86.244,87.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,90.31,91.36,,,,,,,,,,,,,,,,,,87.3,90.31,,0,0,0,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,94.377,95.427,,,,,,,,,,,,,,,,,,91.36,94.376,,0,1,1,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,97.526,98.576,,,,,,,,,,,,,,,,,,95.427,97.526,1,0,2,2,32,1,36,20,2.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,100.093,101.142,,,,,,,,,,,,,,,,,,98.58,100.093,1,0,3,3,6,1,16,20,1.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,102.276,103.325,,,,,,,,,,,,,,,,,,101.143,102.276,3,0,4,4,5,1,38,7,1.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,103.992,105.042,,,,,,,,,,,,,,,,,,103.326,103.992,2,0,5,5,22,1,34,19,0.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,106.325,107.375,,,,,,,,,,,,,,,,,,105.043,106.325,3,0,6,6,14,1,26,16,1.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,108.092,109.141,,,,,,,,,,,,,,,,,,107.376,108.092,2,0,7,7,38,1,34,7,0.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,109.608,110.658,,,,,,,,,,,,,,,,,,109.142,109.608,1,0,8,8,33,1,10,11,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,112.724,113.774,,,,,,,,,,,,,,,,,,110.658,112.724,3,0,9,9,18,1,24,20,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,115.057,116.107,,,,,,,,,,,,,,,,,,113.774,115.057,1,0,10,10,36,1,18,19,1.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,117.657,118.707,,,,,,,,,,,,,,,,,,116.107,117.657,4,0,11,11,8,1,34,15,1.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,120.157,121.206,,,,,,,,,,,,,,,,,,118.707,120.157,3,0,12,12,25,1,22,11,1.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,124.223,125.273,,,,,,,,,,,,,,,,,,121.207,124.223,,0,13,13,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,128.29,129.339,,,,,,,,,,,,,,,,,,125.274,128.289,,0,14,14,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,131.572,132.621,,,,,,,,,,,,,,,,,,129.34,131.572,3,0,15,15,11,1,30,11,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,134.855,135.905,,,,,,,,,,,,,,,,,,132.622,134.855,2,0,16,16,15,1,14,5,2.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,137.771,138.821,,,,,,,,,,,,,,,,,,135.905,137.771,1,0,17,17,34,1,24,14,1.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,139.355,140.404,,,,,,,,,,,,,,,,,,138.822,139.355,2,0,18,18,31,1,14,17,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,141.07,142.12,,,,,,,,,,,,,,,,,,140.405,141.07,3,0,19,19,0,1,20,17,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,142.937,143.986,,,,,,,,,,,,,,,,,,142.122,142.937,4,0,20,20,41,1,22,13,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,144.903,145.953,,,,,,,,,,,,,,,,,,143.987,144.903,2,0,21,21,2,1,32,6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,146.403,147.453,,,,,,,,,,,,,,,,,,145.955,146.403,1,0,22,22,19,1,32,18,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,148.919,149.97,,,,,,,,,,,,,,,,,,147.455,148.919,2,0,23,23,37,1,28,16,1.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,152.986,154.036,,,,,,,,,,,,,,,,,,149.97,152.986,,0,24,24,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,154.769,155.819,,,,,,,,,,,,,,,,,,154.037,154.769,3,0,25,25,16,1,36,14,0.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,158.835,159.886,,,,,,,,,,,,,,,,,,155.82,158.835,,0,26,26,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,160.835,161.884,,,,,,,,,,,,,,,,,,159.889,160.835,2,0,27,27,35,1,32,8,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,162.368,163.418,,,,,,,,,,,,,,,,,,161.886,162.368,3,0,28,28,9,1,22,5,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,164.084,165.134,,,,,,,,,,,,,,,,,,163.419,164.084,4,0,29,29,3,1,10,19,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,165.634,166.684,,,,,,,,,,,,,,,,,,165.134,165.634,2,0,30,30,1,1,14,9,0.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,167.151,168.201,,,,,,,,,,,,,,,,,,166.684,167.15,3,0,31,31,17,1,10,7,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,170.45,171.499,,,,,,,,,,,,,,,,,,168.201,170.45,1,0,32,32,12,1,18,13,2.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,174.517,175.566,,,,,,,,,,,,,,,,,,171.5,174.517,,0,33,33,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,178.583,179.632,,,,,,,,,,,,,,,,,,175.566,178.583,,0,34,34,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,180.399,181.449,,,,,,,,,,,,,,,,,,179.632,180.399,2,0,35,35,24,1,40,16,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,181.815,182.865,,,,,,,,,,,,,,,,,,181.449,181.815,3,0,36,36,23,1,12,6,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,183.783,184.831,,,,,,,,,,,,,,,,,,182.866,183.783,1,0,37,37,39,1,12,10,0.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
