instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,44.62,45.664,43.673,44.62,2,0,6,6,4,1,36,18,0.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,46.004,47.048,45.666,46.004,3,0,7,7,0,1,12,6,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,47.695,48.741,47.049,47.695,4,0,8,8,1,1,18,9,0.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,50.074,51.125,48.743,50.074,1,0,9,9,8,1,10,8,1.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,,,,,,,,,,,,,,,51.131,55.016,space,3.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,55.016,56.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,57.184,58.236,,,,,,,,,,,,,,,,,,56.066,57.184,2,1.095,,0,0,0,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,58.965,60.012,,,,,,,,,,,,,,,,,,58.236,58.965,3,0.722,,0,1,1,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,60.61,61.654,,,,,,,,,,,,,,,,,,60.013,60.609,4,0.589,,0,2,2,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,62.327,63.38,,,,,,,,,,,,,,,,,,61.655,62.327,3,0.665,,0,3,3,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,64.029,65.081,,,,,,,,,,,,,,,,,,63.381,64.029,1,0.639,,0,4,4,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,68.091,69.141,,,,,,,,,,,,,,,,,,65.083,68.091,,,,0,5,5,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,70.047,71.1,,,,,,,,,,,,,,,,,,69.142,70.047,4,0.897,,0,6,6,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,71.682,72.734,,,,,,,,,,,,,,,,,,71.101,71.682,4,0.573,,0,7,7,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,73.498,74.543,,,,,,,,,,,,,,,,,,72.735,73.498,4,0.756,,0,8,8,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,75.108,76.16,,,,,,,,,,,,,,,,,,74.544,75.108,4,0.557,,0,9,9,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,76.7,77.744,,,,,,,,,,,,,,,,,,76.161,76.7,4,0.531,,0,10,10,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,78.26,79.312,,,,,,,,,,,,,,,,,,77.745,78.26,2,0.506,,0,11,11,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,79.676,80.72,,,,,,,,,,,,,,,,,,79.313,79.676,3,0.356,,0,12,12,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,81.069,82.121,,,,,,,,,,,,,,,,,,80.721,81.069,4,0.34,,0,13,13,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,82.638,83.688,,,,,,,,,,,,,,,,,,82.122,82.637,1,0.506,,0,14,14,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,84.354,85.397,,,,,,,,,,,,,,,,,,83.69,84.353,3,0.654,,0,15,15,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,85.995,87.048,,,,,,,,,,,,,,,,,,85.399,85.995,4,0.59,,0,16,16,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,87.705,88.749,,,,,,,,,,,,,,,,,,87.049,87.704,1,0.648,,0,17,17,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,89.071,90.116,,,,,,,,,,,,,,,,,,88.75,89.071,4,0.314,,0,18,18,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,90.573,91.625,,,,,,,,,,,,,,,,,,90.117,90.572,2,0.448,,0,19,19,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,91.957,93.009,,,,,,,,,,,,,,,,,,91.626,91.957,3,0.323,,0,20,20,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,94.058,95.11,,,,,,,,,,,,,,,,,,93.01,94.058,1,1.039,,0,21,21,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,95.533,96.585,,,,,,,,,,,,,,,,,,95.111,95.533,4,0.414,,0,22,22,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,97.116,98.161,,,,,,,,,,,,,,,,,,96.586,97.116,2,0.523,,0,23,23,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,98.559,99.603,,,,,,,,,,,,,,,,,,98.162,98.559,3,0.389,,0,24,24,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,100.002,101.054,,,,,,,,,,,,,,,,,,99.604,100.001,4,0.389,,0,25,25,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,101.394,102.446,,,,,,,,,,,,,,,,,,101.055,101.394,1,0.331,,0,26,26,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,102.861,103.914,,,,,,,,,,,,,,,,,,102.447,102.861,3,0.406,,0,27,27,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,104.21,105.256,,,,,,,,,,,,,,,,,,103.914,104.21,4,0.289,,0,28,28,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,105.562,106.606,,,,,,,,,,,,,,,,,,105.258,105.562,2,0.296,,0,29,29,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,106.896,107.948,,,,,,,,,,,,,,,,,,106.607,106.896,3,0.281,,0,30,30,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,108.164,109.207,,,,,,,,,,,,,,,,,,107.949,108.163,4,0.206,,0,31,31,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,109.414,110.466,,,,,,,,,,,,,,,,,,109.208,109.413,1,0.197,,0,32,32,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,110.756,111.808,,,,,,,,,,,,,,,,,,110.467,110.756,2,0.282,,0,33,33,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,111.913,112.959,,,,,,,,,,,,,,,,,,111.809,111.913,3,0.1,,0,34,34,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,113.264,114.309,,,,,,,,,,,,,,,,,,112.96,113.264,4,0.298,,0,35,35,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,114.69,115.735,,,,,,,,,,,,,,,,,,114.31,114.69,3,0.372,,0,36,36,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12982,001,22,w,2026-07-05_22h11.48.422,Mixed_Gamble_Task,2026.1.3,iPad,111.1111111,,,,,,,,,,,116.039,117.086,,,,,,,,,,,,,,,,,,115.736,116.039,2,0.298,,0,37,37,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
