instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,75.713,76.764,72.697,75.713,,0,7,7,2,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,79.765,80.814,76.764,79.765,,0,8,8,4,1,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,83.815,84.851,80.814,83.815,,0,9,9,1,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,84.862,111.668,space,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,111.668,112.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,115.732,116.78,,,,,,,,,,,,,,,,,,112.73,115.732,,0,0,0,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,118.959,119.996,,,,,,,,,,,,,,,,,,116.781,118.959,3,0,1,1,29,1,38,15,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,121.729,122.78,,,,,,,,,,,,,,,,,,119.997,121.729,3,0,2,2,8,1,34,15,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,125.08,126.129,,,,,,,,,,,,,,,,,,122.78,125.08,1,0,3,3,33,1,10,11,2.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,127.798,128.847,,,,,,,,,,,,,,,,,,126.129,127.798,2,0,4,4,6,1,16,20,1.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,131.03,132.08,,,,,,,,,,,,,,,,,,128.847,131.03,3,0,5,5,2,1,32,6,2.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,135.096,136.146,,,,,,,,,,,,,,,,,,132.08,135.096,,0,6,6,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,137.781,138.829,,,,,,,,,,,,,,,,,,136.147,137.781,3,0,7,7,7,1,28,10,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,140.997,142.047,,,,,,,,,,,,,,,,,,138.829,140.997,1,0,8,8,36,1,18,19,2.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,143.932,144.985,,,,,,,,,,,,,,,,,,142.047,143.931,2,0,9,9,42,1,16,6,1.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,146.897,147.946,,,,,,,,,,,,,,,,,,144.985,146.897,4,0,10,10,35,1,32,8,1.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,149.801,150.845,,,,,,,,,,,,,,,,,,147.947,149.801,1,0,11,11,0,1,20,17,1.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,153.164,154.215,,,,,,,,,,,,,,,,,,150.846,153.164,1,0,12,12,11,1,30,11,2.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,155.482,156.531,,,,,,,,,,,,,,,,,,154.215,155.482,2,0,13,13,14,1,26,16,1.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,157.867,158.914,,,,,,,,,,,,,,,,,,156.531,157.867,3,0,14,14,5,1,38,7,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,160.147,161.196,,,,,,,,,,,,,,,,,,158.914,160.147,3,0,15,15,34,1,24,14,1.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,162.997,164.046,,,,,,,,,,,,,,,,,,161.196,162.997,4,0,16,16,9,1,22,5,1.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,165.848,166.896,,,,,,,,,,,,,,,,,,164.046,165.848,1,0,17,17,17,1,10,7,1.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,169.748,170.785,,,,,,,,,,,,,,,,,,166.896,169.747,4,0,18,18,31,1,14,17,2.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,173.79,174.829,,,,,,,,,,,,,,,,,,170.785,173.789,,0,19,19,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,176.795,177.848,,,,,,,,,,,,,,,,,,174.829,176.795,4,0,20,20,24,1,40,16,1.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,179.345,180.397,,,,,,,,,,,,,,,,,,177.848,179.345,3,0,21,21,37,1,28,16,1.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,181.648,182.695,,,,,,,,,,,,,,,,,,180.397,181.648,3,0,22,22,40,1,40,18,1.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,184.098,185.147,,,,,,,,,,,,,,,,,,182.696,184.097,3,0,23,23,21,1,28,12,1.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,187.148,188.196,,,,,,,,,,,,,,,,,,185.147,187.148,1,0,24,24,18,1,24,20,1.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,189.663,190.711,,,,,,,,,,,,,,,,,,188.196,189.662,2,0,25,25,25,1,22,11,1.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,192.463,193.511,,,,,,,,,,,,,,,,,,190.712,192.463,1,0,26,26,39,1,12,10,1.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,195.746,196.795,,,,,,,,,,,,,,,,,,193.511,195.746,2,0,27,27,19,1,32,18,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,197.963,199.012,,,,,,,,,,,,,,,,,,196.796,197.963,3,0,28,28,16,1,36,14,1.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,200.463,201.499,,,,,,,,,,,,,,,,,,199.012,200.462,3,0,29,29,38,1,34,7,1.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,203.645,204.695,,,,,,,,,,,,,,,,,,201.5,203.645,3,0,30,30,41,1,22,13,2.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,206.162,207.212,,,,,,,,,,,,,,,,,,204.695,206.162,3,0,31,31,10,1,12,18,1.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,208.963,210.017,,,,,,,,,,,,,,,,,,207.212,208.963,2,0,32,32,23,1,12,6,1.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,212.13,213.18,,,,,,,,,,,,,,,,,,210.018,212.13,2,0,33,33,3,1,10,19,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,214.431,215.478,,,,,,,,,,,,,,,,,,213.18,214.43,2,0,34,34,20,1,18,9,1.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,216.914,217.964,,,,,,,,,,,,,,,,,,215.479,216.914,2,0,35,35,32,1,36,20,1.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18226,001,25,w,2026-07-04_12h45.44.068,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,220.514,221.564,,,,,,,,,,,,,,,,,,217.965,220.514,3,0,36,36,27,1,30,17,2.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
