instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,259.8251,260.8692,256.8225,259.8249,,0,6,6,5,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,263.8715,264.9219,260.8697,263.8713,,0,7,7,7,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,474.8181,475.8661,264.9223,474.8179,,0,8,8,0,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,478.8692,479.9199,475.8664,478.8691,,0,9,9,8,1,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,479.9202,762.4527,space,282.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,762.4527,763.5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,764.8385,765.8889,,,,,,,,,,,,,,,,763.5056,764.8384,4,1.3111,,0,0,0,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,767.4579,768.5086,,,,,,,,,,,,,,,,765.8892,767.4578,2,1.5581,,0,1,1,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,770.6279,771.6782,,,,,,,,,,,,,,,,768.5089,770.6276,2,2.1073,,0,2,2,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,772.8294,773.8804,,,,,,,,,,,,,,,,771.6784,772.8294,4,1.1363,,0,3,3,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,775.2988,776.3496,,,,,,,,,,,,,,,,773.8808,775.2988,1,1.403,,0,4,4,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,777.4007,778.4518,,,,,,,,,,,,,,,,776.3498,777.4005,1,1.0347,,0,5,5,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,780.3037,781.3543,,,,,,,,,,,,,,,,778.452,780.3036,3,1.8368,,0,6,6,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,782.139,783.1894,,,,,,,,,,,,,,,,781.3545,782.1388,4,0.7675,,0,7,7,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,786.0094,787.0601,,,,,,,,,,,,,,,,783.1895,786.0093,2,2.8092,,0,8,8,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,788.3448,789.3957,,,,,,,,,,,,,,,,787.0604,788.3447,3,1.2745,,0,9,9,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,790.814,791.8649,,,,,,,,,,,,,,,,789.396,790.8139,4,1.4036,,0,10,10,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,793.3832,794.434,,,,,,,,,,,,,,,,791.8651,793.3831,2,1.5018,,0,11,11,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,797.4378,798.4881,,,,,,,,,,,,,,,,794.4341,797.4375,,,,0,12,12,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,799.6896,800.7407,,,,,,,,,,,,,,,,798.4884,799.6894,1,1.1851,,0,13,13,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,802.0256,803.0771,,,,,,,,,,,,,,,,800.7409,802.0255,1,1.2733,,0,14,14,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,804.3107,805.3617,,,,,,,,,,,,,,,,803.0775,804.3106,4,1.2248,,0,15,15,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,807.1636,808.2146,,,,,,,,,,,,,,,,805.3622,807.1635,2,1.7866,,0,16,16,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,808.9654,810.0163,,,,,,,,,,,,,,,,808.2149,808.9653,1,0.7364,,0,17,17,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,811.5191,812.5688,,,,,,,,,,,,,,,,810.0164,811.5191,2,1.4953,,0,18,18,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,813.7203,814.7715,,,,,,,,,,,,,,,,812.5689,813.7202,3,1.1378,,0,19,19,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,816.0224,817.0742,,,,,,,,,,,,,,,,814.7721,816.0222,2,1.2411,,0,20,20,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,819.0757,820.1277,,,,,,,,,,,,,,,,817.0747,819.0757,3,1.9845,,0,21,21,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,821.8952,822.9463,,,,,,,,,,,,,,,,820.1279,821.895,2,1.7528,,0,22,22,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,824.4313,825.4819,,,,,,,,,,,,,,,,822.9467,824.4312,2,1.4772,,0,23,23,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,827.2677,828.3185,,,,,,,,,,,,,,,,825.482,827.2675,2,1.7737,,0,24,24,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,829.5859,830.6371,,,,,,,,,,,,,,,,828.3187,829.5858,3,1.2568,,0,25,25,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,832.4224,833.4732,,,,,,,,,,,,,,,,830.6374,832.4221,1,1.7683,,0,26,26,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,834.9249,835.9756,,,,,,,,,,,,,,,,833.4734,834.9248,2,1.4383,,0,27,27,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,836.9266,837.9787,,,,,,,,,,,,,,,,835.9758,836.9265,3,0.9427,,0,28,28,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,838.7285,839.7801,,,,,,,,,,,,,,,,837.979,838.7284,1,0.7292,,0,29,29,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,841.765,842.8159,,,,,,,,,,,,,,,,839.7804,841.7649,2,1.9715,,0,30,30,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,844.3371,845.385,,,,,,,,,,,,,,,,842.8161,844.3366,1,1.5128,,0,31,31,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,847.3212,848.3713,,,,,,,,,,,,,,,,845.3852,847.321,2,1.9264,,0,32,32,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,850.6572,851.7079,,,,,,,,,,,,,,,,848.3716,850.657,3,2.2749,,0,33,33,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,854.7115,855.7623,,,,,,,,,,,,,,,,851.708,854.7113,,,,0,34,34,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,857.4139,858.4648,,,,,,,,,,,,,,,,855.7626,857.4138,2,1.6349,,0,35,35,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13660,001,28,m,2026-07-08_13h09.11.467,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,861.3844,862.4354,,,,,,,,,,,,,,,,858.4652,861.3843,2,2.9036,,0,36,36,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
