instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,70.137,71.186,67.12,70.137,,0,6,6,7,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,74.204,75.253,71.187,74.204,,0,7,7,6,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,78.27,79.319,75.254,78.27,,0,8,8,5,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,81.192,82.235,79.32,81.192,2,0,9,9,0,1,12,6,1.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,,,,82.241,85.191,space,2.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,85.191,86.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,89.253,90.303,,,,,,,,,,,,,,,,,,86.242,89.253,,0,0,0,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,92.908,93.952,,,,,,,,,,,,,,,,,,90.304,92.908,1,0,1,1,38,1,34,7,2.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,96.968,98.018,,,,,,,,,,,,,,,,,,93.952,96.968,,0,2,2,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,98.941,99.984,,,,,,,,,,,,,,,,,,98.018,98.941,1,0,3,3,4,1,24,12,0.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,100.724,101.767,,,,,,,,,,,,,,,,,,99.985,100.724,1,0,4,4,24,1,40,16,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,102.874,103.917,,,,,,,,,,,,,,,,,,101.768,102.874,1,0,5,5,27,1,30,17,1.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,105.324,106.367,,,,,,,,,,,,,,,,,,103.918,105.324,1,0,6,6,34,1,24,14,1.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,107.241,108.284,,,,,,,,,,,,,,,,,,106.368,107.241,1,0,7,7,40,1,40,18,0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,109.224,110.267,,,,,,,,,,,,,,,,,,108.284,109.224,1,0,8,8,10,1,12,18,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,112.573,113.617,,,,,,,,,,,,,,,,,,110.267,112.573,3,0,9,9,13,1,40,8,2.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,115.123,116.166,,,,,,,,,,,,,,,,,,113.617,115.123,3,0,10,10,23,1,12,6,1.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,118.806,119.85,,,,,,,,,,,,,,,,,,116.167,118.806,4,0,11,11,9,1,22,5,2.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,121.373,122.416,,,,,,,,,,,,,,,,,,119.85,121.372,2,0,12,12,31,1,14,17,1.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,125.433,126.483,,,,,,,,,,,,,,,,,,122.417,125.433,,0,13,13,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,129.499,130.549,,,,,,,,,,,,,,,,,,126.483,129.499,,0,14,14,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,132.272,133.315,,,,,,,,,,,,,,,,,,130.55,132.272,2,0,15,15,3,1,10,19,1.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,134.106,135.149,,,,,,,,,,,,,,,,,,133.316,134.106,2,0,16,16,28,1,26,13,0.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,136.072,137.115,,,,,,,,,,,,,,,,,,135.151,136.072,2,0,17,17,14,1,26,16,0.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,138.205,139.248,,,,,,,,,,,,,,,,,,137.116,138.205,2,0,18,18,36,1,18,19,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,139.821,140.865,,,,,,,,,,,,,,,,,,139.249,139.821,2,0,19,19,32,1,36,20,0.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,143.238,144.281,,,,,,,,,,,,,,,,,,140.865,143.238,3,0,20,20,12,1,18,13,2.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,145.821,146.865,,,,,,,,,,,,,,,,,,144.282,145.821,2,0,21,21,37,1,28,16,1.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,147.987,149.031,,,,,,,,,,,,,,,,,,146.865,147.987,3,0,22,22,21,1,28,12,1.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,150.304,151.347,,,,,,,,,,,,,,,,,,149.031,150.304,3,0,23,23,39,1,12,10,1.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,153.704,154.747,,,,,,,,,,,,,,,,,,151.348,153.704,3,0,24,24,8,1,34,15,2.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,156.57,157.614,,,,,,,,,,,,,,,,,,154.748,156.57,4,0,25,25,5,1,38,7,1.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,159.125,160.164,,,,,,,,,,,,,,,,,,157.614,159.124,2,0,26,26,22,1,34,19,1.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,161.254,162.297,,,,,,,,,,,,,,,,,,160.164,161.254,3,0,27,27,26,1,16,8,1.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,163.503,164.547,,,,,,,,,,,,,,,,,,162.297,163.503,2,0,28,28,18,1,24,20,1.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,166.619,167.663,,,,,,,,,,,,,,,,,,164.547,166.619,2,0,29,29,11,1,30,11,2.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,168.402,169.446,,,,,,,,,,,,,,,,,,167.664,168.402,2,0,30,30,16,1,36,14,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,171.702,172.746,,,,,,,,,,,,,,,,,,169.447,171.702,1,0,31,31,19,1,32,18,2.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,173.985,175.029,,,,,,,,,,,,,,,,,,172.747,173.985,3,0,32,32,2,1,32,6,1.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,176.453,177.496,,,,,,,,,,,,,,,,,,175.03,176.453,2,0,33,33,17,1,10,7,1.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,178.302,179.345,,,,,,,,,,,,,,,,,,177.497,178.302,1,0,34,34,33,1,10,11,0.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,181.835,182.879,,,,,,,,,,,,,,,,,,179.346,181.835,3,0,35,35,15,1,14,5,2.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16720,001,20,W,2026-06-26_10h21.37.083,Mixed_Gamble_Task,2026.1.3,MacIntel,52.63157895,,,,,,,,,,,183.652,184.695,,,,,,,,,,,,,,,,,,182.879,183.652,3,0,36,36,30,1,20,10,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
