instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I take good care of myself.,"survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question3.I advocate for my own needs.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I have a lot of self-care.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,103.726,104.768,102.369,103.726,2,0,6,6,5,1,20,10,1.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,106.276,107.317,104.769,106.276,1,0,7,7,2,1,24,14,1.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,108.69,109.733,107.318,108.69,2,0,8,8,0,1,12,6,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,111.059,112.099,109.734,111.059,1,0,9,9,7,1,20,17,1.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,,,,,,,,,,,,,,,112.1,115.39,space,3.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,115.39,116.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,117.956,118.997,,,,,,,,,,,,,,,,,,116.436,117.956,1,1.491,,0,0,0,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,120.039,121.079,,,,,,,,,,,,,,,,,,118.998,120.039,1,1.027,,0,1,1,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,121.871,122.912,,,,,,,,,,,,,,,,,,121.08,121.871,1,0.779,,0,2,2,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,124.286,125.328,,,,,,,,,,,,,,,,,,122.913,124.286,3,1.36,,0,3,3,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,126.602,127.644,,,,,,,,,,,,,,,,,,125.329,126.602,4,1.259,,0,4,4,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,128.853,129.894,,,,,,,,,,,,,,,,,,127.644,128.853,3,1.195,,0,5,5,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,131.469,132.51,,,,,,,,,,,,,,,,,,129.894,131.469,2,1.562,,0,6,6,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,134.036,135.075,,,,,,,,,,,,,,,,,,132.511,134.036,1,1.512,,0,7,7,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,135.999,137.041,,,,,,,,,,,,,,,,,,135.076,135.999,1,0.91,,0,8,8,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,138.399,139.44,,,,,,,,,,,,,,,,,,137.041,138.399,1,1.346,,0,9,9,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,140.847,141.889,,,,,,,,,,,,,,,,,,139.441,140.847,3,1.393,,0,10,10,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,143.365,144.406,,,,,,,,,,,,,,,,,,141.89,143.364,1,1.461,,0,11,11,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,145.979,147.021,,,,,,,,,,,,,,,,,,144.407,145.979,3,1.559,,0,12,12,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,148.929,149.97,,,,,,,,,,,,,,,,,,147.022,148.929,1,1.895,,0,13,13,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,151.396,152.436,,,,,,,,,,,,,,,,,,149.971,151.396,2,1.412,,0,14,14,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,153.578,154.619,,,,,,,,,,,,,,,,,,152.436,153.578,3,1.129,,0,15,15,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,156.077,157.118,,,,,,,,,,,,,,,,,,154.62,156.077,3,1.446,,0,16,16,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,158.693,159.734,,,,,,,,,,,,,,,,,,157.119,158.693,2,1.561,,0,17,17,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,161.041,162.083,,,,,,,,,,,,,,,,,,159.735,161.041,2,1.293,,0,18,18,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,163.908,164.949,,,,,,,,,,,,,,,,,,162.083,163.908,3,1.813,,0,19,19,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,166.107,167.149,,,,,,,,,,,,,,,,,,164.95,166.107,2,1.145,,0,20,20,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,168.541,169.581,,,,,,,,,,,,,,,,,,167.149,168.541,3,1.379,,0,21,21,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,172.106,173.146,,,,,,,,,,,,,,,,,,169.582,172.106,2,2.511,,0,22,22,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,174.77,175.812,,,,,,,,,,,,,,,,,,173.147,174.77,3,1.61,,0,23,23,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,177.954,178.994,,,,,,,,,,,,,,,,,,175.813,177.954,2,2.128,,0,24,24,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,180.304,181.344,,,,,,,,,,,,,,,,,,178.995,180.304,1,1.296,,0,25,25,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,183.217,184.259,,,,,,,,,,,,,,,,,,181.344,183.217,1,1.86,,0,26,26,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,185.752,186.792,,,,,,,,,,,,,,,,,,184.26,185.751,1,1.48,,0,27,27,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,187.816,188.858,,,,,,,,,,,,,,,,,,186.793,187.816,1,1.011,,0,28,28,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,190.532,191.574,,,,,,,,,,,,,,,,,,188.859,190.532,2,1.66,,0,29,29,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,192.665,193.706,,,,,,,,,,,,,,,,,,191.574,192.665,2,1.079,,0,30,30,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,195.546,196.589,,,,,,,,,,,,,,,,,,193.707,195.546,2,1.828,,0,31,31,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,199.547,200.588,,,,,,,,,,,,,,,,,,196.59,199.547,2,2.946,,0,32,32,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,201.679,202.72,,,,,,,,,,,,,,,,,,200.588,201.679,3,1.078,,0,33,33,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,204.444,205.486,,,,,,,,,,,,,,,,,,202.721,204.444,3,1.711,,0,34,34,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,206.479,207.519,,,,,,,,,,,,,,,,,,205.486,206.479,3,0.98,,0,35,35,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,209.444,210.485,,,,,,,,,,,,,,,,,,207.519,209.444,2,1.91,,0,36,36,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
